operation,distribution,dataStructure,runs,height,min,max,mean,median,std,speedup
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6133200.000,6548000.000,6334185.000,6318450.000,103715.483,5.717766
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12806500.000,14471400.000,13629950.000,13589600.000,466351.182,2.657192
TreeSort,NEARLY_SORTED_5,BST,20,1296,32999700.000,42912100.000,34240595.000,33987400.000,2112062.588,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23046900.000,34286200.000,24089715.000,23561500.000,2413575.576,1.421378
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6187700.000,6999000.000,6480540.000,6490700.000,201857.124,5.283602
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12759600.000,14458000.000,13550250.000,13715350.000,500803.976,2.526935
TreeSort,NEARLY_SORTED_5,BST,20,1850,32389800.000,39044700.000,33141685.000,32718750.000,1445496.352,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23751600.000,27540800.000,24580110.000,24483250.000,789846.437,1.348313
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6233700.000,6558000.000,6374515.000,6351800.000,97120.681,5.199091
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12673500.000,14010400.000,13290630.000,13289850.000,437322.826,2.493613
TreeSort,NEARLY_SORTED_5,BST,20,2403,45289600.000,54618400.000,47134890.000,46928000.000,1930639.404,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23214600.000,35913000.000,24547880.000,23882400.000,2713754.677,1.920121
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6165400.000,6749300.000,6402400.000,6385600.000,137947.046,7.362066
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,13176900.000,14289100.000,13628735.000,13524500.000,360347.704,3.458493
TreeSort,NEARLY_SORTED_5,BST,20,2084,46215900.000,54284700.000,46970810.000,46497850.000,1783609.425,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23319100.000,27704400.000,24272705.000,23858450.000,998644.460,1.935129
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6400100.000,6833000.000,6555730.000,6552150.000,98543.136,7.164848
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,13207900.000,14969100.000,13997985.000,13910050.000,438964.979,3.355541
TreeSort,NEARLY_SORTED_5,BST,20,1064,30382900.000,40699900.000,31865380.000,31663500.000,2195383.872,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23460200.000,35782900.000,25057155.000,24536550.000,2569913.513,1.271708
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6178300.000,6583500.000,6351025.000,6330300.000,116077.528,5.017360
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12978700.000,15632700.000,13830695.000,13751150.000,608880.136,2.303961
TreeSort,NEARLY_SORTED_5,BST,20,1991,43015500.000,53060800.000,44773985.000,44707050.000,2104005.353,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23472500.000,26502500.000,24637610.000,24722600.000,679248.485,1.817302
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6181500.000,6671300.000,6384065.000,6364500.000,122281.174,7.013397
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12568700.000,14447900.000,13498250.000,13501050.000,457028.599,3.317021
TreeSort,NEARLY_SORTED_5,BST,20,1347,27809000.000,38574900.000,28732625.000,28186550.000,2332014.853,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23161300.000,35149800.000,24798590.000,24082250.000,2510481.821,1.158639
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6396800.000,6837300.000,6562505.000,6552250.000,120926.770,4.378301
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12935100.000,14454300.000,13509655.000,13487700.000,385320.870,2.126822
TreeSort,NEARLY_SORTED_5,BST,20,1588,36026000.000,42707800.000,36722760.000,36290500.000,1464877.215,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23192800.000,27066800.000,24076670.000,23732700.000,900066.856,1.525242
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6422100.000,6921600.000,6625730.000,6613800.000,131170.584,5.542447
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12692100.000,14620200.000,13405145.000,13284650.000,468326.468,2.739453
TreeSort,NEARLY_SORTED_5,BST,20,1483,27731900.000,38825000.000,29241450.000,28854650.000,2326839.144,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,22986200.000,39882600.000,24755680.000,24043550.000,3616433.201,1.181202
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6180700.000,6717300.000,6342570.000,6283150.000,142891.148,4.610347
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,13250600.000,15008900.000,13799115.000,13807850.000,405985.060,2.119082
TreeSort,NEARLY_SORTED_5,BST,20,1035,27389600.000,33309900.000,28014960.000,27673550.000,1285547.394,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23193200.000,25894800.000,24000945.000,23826850.000,719220.079,1.167244
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6385800.000,6828800.000,6578200.000,6562450.000,126823.831,4.258758
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12837600.000,14815900.000,13981015.000,13944100.000,465200.752,2.003786
TreeSort,NEARLY_SORTED_5,BST,20,1573,31778900.000,42777300.000,32955115.000,32057950.000,2423814.288,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,24178700.000,36396900.000,25066330.000,24418350.000,2679551.808,1.314716
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6376600.000,7036700.000,6552355.000,6521300.000,133810.402,5.029507
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,13274900.000,14839200.000,14027385.000,14051350.000,468780.493,2.349341
TreeSort,NEARLY_SORTED_5,BST,20,1319,37966300.000,47213900.000,39730175.000,39754350.000,1960008.650,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23092700.000,37291800.000,25521590.000,23976200.000,4082756.465,1.556728
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,7998600.000,9350600.000,8865700.000,8834050.000,322704.006,4.481335
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,14391900.000,24411000.000,19851050.000,19750300.000,3038695.367,2.001414
TreeSort,NEARLY_SORTED_5,BST,20,2102,57020900.000,68734100.000,58812395.000,58217900.000,2501809.021,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23375700.000,37387300.000,25089000.000,24236350.000,3177362.599,2.344151
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6412400.000,6924300.000,6559915.000,6544300.000,112448.474,8.965420
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,13213600.000,14830200.000,13936280.000,13895100.000,428460.304,4.220093
TreeSort,NEARLY_SORTED_5,BST,20,1217,29766000.000,38376200.000,31334745.000,31224000.000,1771566.393,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23449300.000,25946700.000,24333390.000,24285000.000,649068.885,1.287726
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6250300.000,6687800.000,6412725.000,6385900.000,114361.375,4.886338
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12795400.000,14147100.000,13434820.000,13502450.000,350016.483,2.332353
TreeSort,NEARLY_SORTED_5,BST,20,1945,44548700.000,54984300.000,46350295.000,46341150.000,2216442.220,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23293400.000,35146600.000,24744735.000,24365300.000,2514167.490,1.873138
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6251700.000,6517700.000,6358125.000,6346750.000,67796.715,7.289931
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,13128500.000,14880700.000,13949755.000,13920100.000,498472.407,3.322660
TreeSort,NEARLY_SORTED_5,BST,20,2253,36501100.000,43220200.000,37256330.000,36969800.000,1417667.225,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23368000.000,26453900.000,24200095.000,24077150.000,687699.584,1.539512
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6188800.000,6601700.000,6337515.000,6307300.000,104916.565,5.878697
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,13127400.000,15420800.000,13706985.000,13535200.000,547082.835,2.718054
TreeSort,NEARLY_SORTED_5,BST,20,1461,37442800.000,49148400.000,39432790.000,38991350.000,2349830.803,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23371400.000,36150400.000,24536945.000,23820300.000,2759362.921,1.607078
QuickSort,NEARLY_SORTED_5,QuickSort,20,0,6162500.000,6551800.000,6326880.000,6289900.000,118952.727,6.232581
QuickSort,NEARLY_SORTED_5,QuickSortBoxed,20,0,12751900.000,14906800.000,13552320.000,13339850.000,562929.231,2.909671
