operation,distribution,dataStructure,runs,height,min,max,mean,median,std,speedup
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23171500.000,48992400.000,25079270.000,24021150.000,5644581.117,2.433357
Insertion,NEARLY_SORTED_5,BST,20,1217,29977700.000,44572700.000,30917565.000,30166700.000,3217035.477,1.000000
Insertion,NEARLY_SORTED_5,RBBST,20,29,20135600.000,34356600.000,21136250.000,20385850.000,3122328.374,1.462774
Contains,NEARLY_SORTED_5,BST,20,1217,28104400.000,28758900.000,28285925.000,28255000.000,170365.535,1.000000
Contains,NEARLY_SORTED_5,RBBST,20,29,11564000.000,12789400.000,11936745.000,11843200.000,331024.770,2.369651
Deletion,NEARLY_SORTED_5,BST,20,944,12614900.000,13442300.000,12871145.000,12800200.000,219400.829,1.000000
Deletion,NEARLY_SORTED_5,RBBST,20,20,8605800.000,14156800.000,10354785.000,10234700.000,973476.586,1.243014
TreeSort,NEARLY_SORTED_5,BST,20,1217,31007500.000,52964100.000,32493790.000,31369900.000,4824810.025,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23336200.000,34095300.000,24613325.000,24079150.000,2287673.818,1.320171
Insertion,NEARLY_SORTED_5,BST,20,1945,43662900.000,44263300.000,43947420.000,43910900.000,172117.969,1.000000
Insertion,NEARLY_SORTED_5,RBBST,20,29,19307200.000,20759900.000,19850420.000,19765750.000,374560.335,2.213929
Contains,NEARLY_SORTED_5,BST,20,1945,39743800.000,45027200.000,42409110.000,42595050.000,1077952.692,1.000000
Contains,NEARLY_SORTED_5,RBBST,20,29,10107600.000,12396000.000,11948880.000,12133300.000,491830.239,3.549212
Deletion,NEARLY_SORTED_5,BST,20,1546,14126300.000,17106400.000,16300535.000,16262900.000,621646.610,1.000000
Deletion,NEARLY_SORTED_5,RBBST,20,20,8618800.000,10700900.000,10292410.000,10317650.000,452297.005,1.583743
TreeSort,NEARLY_SORTED_5,BST,20,1945,45199800.000,73736000.000,47859130.000,46933900.000,6145468.944,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23034300.000,38466300.000,24180305.000,23373100.000,3372108.331,1.979261
Insertion,NEARLY_SORTED_5,BST,20,2253,35807200.000,44947900.000,36599385.000,36019500.000,2023747.033,1.000000
Insertion,NEARLY_SORTED_5,RBBST,20,29,19221300.000,35646700.000,20570400.000,19667300.000,3574872.306,1.779226
Contains,NEARLY_SORTED_5,BST,20,2253,31528600.000,33640100.000,33018680.000,33045200.000,433271.626,1.000000
Contains,NEARLY_SORTED_5,RBBST,20,29,10112100.000,16740300.000,11931795.000,11710150.000,1197484.309,2.767285
Deletion,NEARLY_SORTED_5,BST,20,1792,13904800.000,15198300.000,14332960.000,14262750.000,393180.499,1.000000
Deletion,NEARLY_SORTED_5,RBBST,20,21,8376400.000,10867900.000,10372250.000,10569950.000,542398.426,1.381856
TreeSort,NEARLY_SORTED_5,BST,20,2253,36617500.000,55308100.000,37945055.000,37015950.000,4095214.224,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,23124500.000,38252300.000,24925855.000,24111700.000,3272017.555,1.522317
Insertion,NEARLY_SORTED_5,BST,20,1461,37948400.000,50487400.000,43084815.000,43235900.000,3676236.136,1.000000
Insertion,NEARLY_SORTED_5,RBBST,20,29,20209300.000,34663400.000,21168225.000,20426200.000,3181430.524,2.035353
Contains,NEARLY_SORTED_5,BST,20,1461,33476600.000,34775500.000,34376300.000,34378000.000,274908.191,1.000000
Contains,NEARLY_SORTED_5,RBBST,20,29,10043200.000,11864900.000,11638750.000,11707450.000,384212.788,2.953608
Deletion,NEARLY_SORTED_5,BST,20,1181,14069700.000,15018700.000,14512650.000,14453650.000,281973.844,1.000000
Deletion,NEARLY_SORTED_5,RBBST,20,20,9879900.000,10755700.000,10331305.000,10267150.000,252705.371,1.404726
TreeSort,NEARLY_SORTED_5,BST,20,1461,39848500.000,60760900.000,41313900.000,40300700.000,4584763.475,1.000000
TreeSort,NEARLY_SORTED_5,RBBST,20,29,22887700.000,38486200.000,25684130.000,23903250.000,3757653.877,1.608538
